undefined	OtherReason	Knowledge	Knowledge	undefined	Knowledge	Knowledge	undefined	undefined	undefined	OtherReason	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	undefined	Knowledge
Knowledge	undefined	Knowledge	undefined	OtherReason	Knowledge	undefined	undefined	undefined	Knowledge	OtherReason	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	undefined	OtherReason	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge
Knowledge	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined
Knowledge	Knowledge	Knowledge	Knowledge	undefined	Knowledge	OtherReason	Knowledge	OtherReason	undefined	Knowledge	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge
OtherReason	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge
undefined	Knowledge	undefined	OtherReason	undefined	Knowledge	OtherReason	Knowledge	undefined	undefined	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	OtherReason	undefined	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge
OtherReason	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	OtherReason	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge
undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	Knowledge	OtherReason	OtherReason	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge
undefined	undefined	Knowledge	Knowledge	Knowledge	OtherReason	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	OtherReason	Knowledge	OtherReason	undefined	OtherReason	undefined	undefined	OtherReason	Knowledge	Knowledge
Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	OtherReason	Knowledge	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	undefined	undefined	undefined	Knowledge	Knowledge	OtherReason	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge
Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	OtherReason	Knowledge	undefined	undefined	OtherReason	undefined	OtherReason	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined
Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	OtherReason	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	undefined	Knowledge	undefined	Knowledge	undefined	OtherReason	undefined	Knowledge	undefined	OtherReason	Knowledge
undefined	OtherReason	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	OtherReason	undefined	Knowledge	Knowledge	Knowledge	OtherReason	undefined	undefined	OtherReason	Knowledge	Knowledge	OtherReason	undefined	undefined	undefined
Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	OtherReason	Knowledge	undefined	undefined	undefined	undefined	undefined	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined
Knowledge	undefined	Knowledge	undefined	Knowledge	OtherReason	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	OtherReason	undefined	Knowledge	undefined	Knowledge	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	Knowledge	Knowledge
Knowledge	OtherReason	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	OtherReason	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge
Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	undefined
undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	OtherReason	Knowledge	Knowledge	undefined	undefined	undefined	OtherReason	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge
undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	OtherReason	Knowledge	OtherReason	Knowledge	undefined	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	OtherReason	Knowledge	Knowledge
undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined
Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	OtherReason	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge
Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	OtherReason	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined
undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	OtherReason	Knowledge	undefined	undefined	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	Knowledge	undefined	undefined	undefined	undefined	undefined	Knowledge	undefined	Knowledge	Knowledge
Knowledge	Knowledge	Knowledge	OtherReason	undefined	OtherReason	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	undefined	undefined	undefined	undefined	undefined	Knowledge	undefined	Knowledge	Knowledge	OtherReason	Knowledge
undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	undefined	undefined	undefined	OtherReason	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge
Knowledge	Knowledge	Knowledge	OtherReason	OtherReason	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	OtherReason	Knowledge	OtherReason	Knowledge	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	undefined
undefined	undefined	OtherReason	Knowledge	undefined	undefined	Knowledge	Knowledge	undefined	undefined	undefined	undefined	OtherReason	Knowledge	Knowledge	undefined	OtherReason	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	undefined
undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge	OtherReason	Knowledge	undefined	undefined	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	OtherReason	undefined	Knowledge	OtherReason	Knowledge	undefined	undefined
Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	OtherReason	undefined	OtherReason	Knowledge	OtherReason	undefined	undefined	OtherReason	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined
undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	Knowledge	OtherReason	undefined	Knowledge	undefined	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge
Knowledge	Knowledge	Knowledge	OtherReason	OtherReason	OtherReason	undefined	OtherReason	Knowledge	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	OtherReason	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge
Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined
Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	OtherReason	Knowledge	Knowledge	undefined	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge
OtherReason	Knowledge	OtherReason	Knowledge	undefined	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined
Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined
Knowledge	undefined	undefined	OtherReason	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	OtherReason	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge
undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	OtherReason	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined
Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	undefined	undefined	undefined	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	OtherReason	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined
undefined	Knowledge	Knowledge	Knowledge	OtherReason	OtherReason	Knowledge	OtherReason	OtherReason	undefined	undefined	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	OtherReason	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge
undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	OtherReason	OtherReason	undefined	undefined	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	undefined	OtherReason	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined
undefined	Knowledge	undefined	OtherReason	undefined	undefined	undefined	undefined	Knowledge	Knowledge	OtherReason	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	OtherReason	Knowledge	Knowledge	Knowledge	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	OtherReason	Knowledge
Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	Knowledge	Knowledge	OtherReason	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined
undefined	Knowledge	Knowledge	Knowledge	OtherReason	undefined	Knowledge	undefined	undefined	Knowledge	OtherReason	undefined	undefined	Knowledge	Knowledge	undefined	OtherReason	undefined	undefined	Knowledge	undefined	OtherReason	Knowledge	Knowledge	undefined	Knowledge	undefined	OtherReason	undefined	Knowledge
Knowledge	OtherReason	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined
Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	OtherReason	OtherReason	Knowledge	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge
undefined	Knowledge	Knowledge	Knowledge	undefined	OtherReason	Knowledge	Knowledge	undefined	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge
undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	OtherReason	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined
Knowledge	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	OtherReason	undefined	OtherReason	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	undefined	undefined	undefined	undefined	undefined	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge
Knowledge	Knowledge	undefined	OtherReason	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge
OtherReason	undefined	OtherReason	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	OtherReason	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge
OtherReason	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	undefined	OtherReason	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge
Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	OtherReason	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined
Knowledge	Knowledge	undefined	undefined	undefined	OtherReason	Knowledge	undefined	undefined	Knowledge	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	OtherReason	Knowledge	Knowledge	undefined	undefined	undefined
Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	undefined	OtherReason	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge
undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge
Knowledge	Knowledge	Knowledge	OtherReason	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	undefined	Knowledge
Knowledge	Knowledge	undefined	OtherReason	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	undefined	undefined	undefined	Knowledge	Knowledge	OtherReason	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined
Knowledge	undefined	OtherReason	undefined	Knowledge	undefined	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined
undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined
undefined	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	OtherReason	Knowledge	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	undefined	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined
Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	Knowledge	Knowledge	OtherReason	Knowledge	undefined	Knowledge	Knowledge	Knowledge	OtherReason	OtherReason	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge
Knowledge	undefined	OtherReason	undefined	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	OtherReason	undefined	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	OtherReason
Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	OtherReason	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	OtherReason	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge
Knowledge	undefined	Knowledge	OtherReason	Knowledge	undefined	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined
undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	OtherReason	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	undefined	undefined	Knowledge	undefined	Knowledge	undefined	OtherReason	Knowledge	undefined	Knowledge	Knowledge	OtherReason	undefined	undefined
Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	undefined	Knowledge	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	OtherReason	Knowledge	undefined	Knowledge	undefined
undefined	undefined	undefined	Knowledge	OtherReason	undefined	Knowledge	OtherReason	undefined	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	undefined	undefined	Knowledge	OtherReason	undefined	undefined	undefined	Knowledge
undefined	Knowledge	OtherReason	Knowledge	undefined	undefined	undefined	Knowledge	OtherReason	undefined	undefined	Knowledge	OtherReason	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	undefined	undefined	Knowledge	undefined	undefined	OtherReason	undefined	Knowledge	undefined	Knowledge	Knowledge
Knowledge	Knowledge	OtherReason	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	undefined	OtherReason	Knowledge	undefined	undefined	OtherReason	Knowledge	Knowledge	undefined	OtherReason	OtherReason	Knowledge	undefined	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge
undefined	undefined	OtherReason	Knowledge	Knowledge	undefined	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	OtherReason	undefined	Knowledge	undefined	Knowledge	OtherReason	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge
OtherReason	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	Knowledge	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	Knowledge	undefined	OtherReason	Knowledge	OtherReason	undefined
OtherReason	Knowledge	Knowledge	undefined	OtherReason	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	OtherReason
Knowledge	undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	Knowledge	OtherReason	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	undefined
Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	undefined	Knowledge	Knowledge	undefined	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined
undefined	Knowledge	Knowledge	Knowledge	undefined	OtherReason	Knowledge	Knowledge	Knowledge	undefined	OtherReason	undefined	undefined	Knowledge	OtherReason	Knowledge	undefined	undefined	undefined	OtherReason	undefined	undefined	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined
undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	Knowledge	undefined	undefined	OtherReason	Knowledge	Knowledge	Knowledge	Knowledge	undefined	OtherReason	undefined	Knowledge	undefined	undefined	undefined	Knowledge	undefined	Knowledge	Knowledge	undefined	undefined	undefined	OtherReason	Knowledge
Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	undefined	Knowledge	undefined	Knowledge	OtherReason	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined	undefined	undefined	Knowledge	undefined	undefined	undefined	Knowledge	undefined	Knowledge	undefined
Knowledge	Knowledge	Knowledge	undefined	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	OtherReason	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	undefined	Knowledge	undefined
undefined	Knowledge	undefined	Knowledge	undefined	Knowledge	OtherReason	Knowledge	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined
Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	OtherReason	Knowledge	Knowledge	Knowledge	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined
undefined	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	Knowledge	OtherReason	undefined	undefined	Knowledge	Knowledge	Knowledge	Knowledge	undefined	undefined	Knowledge	undefined	Knowledge	undefined	undefined	Knowledge	Knowledge	Knowledge	undefined	undefined	undefined
